"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	174	12859995	1.4
	"Illinois"	"17"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	14	12859995	Unreliable
	"Illinois"	"17"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	60	12859995	0.5
	"Illinois"	"17"	"2015"	"2015"	"All other drug-induced causes"	"D9"	37	12859995	0.3
	"Illinois"	"17"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	12859995	0.6
	"Illinois"	"17"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	869	12859995	6.8
	"Illinois"	"17"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	104054	12859995	809.1
	"Illinois"	"17"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2149	12801539	16.8
	"Illinois"	"17"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	165	12801539	1.3
	"Illinois"	"17"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	16	12801539	Unreliable
	"Illinois"	"17"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	81	12801539	0.6
	"Illinois"	"17"	"2016"	"2016"	"All other drug-induced causes"	"D9"	44	12801539	0.3
	"Illinois"	"17"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	83	12801539	0.6
	"Illinois"	"17"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1030	12801539	8.0
	"Illinois"	"17"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	103452	12801539	808.1
	"Indiana"	"18"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	101	6044969	1.7
	"Indiana"	"18"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	6044969	0.8
	"Indiana"	"18"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	39	6044969	0.6
	"Indiana"	"18"	"1999"	"1999"	"All other drug-induced causes"	"D9"	60	6044969	1.0
	"Indiana"	"18"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	301	6044969	5.0
	"Indiana"	"18"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	54745	6044969	905.6
	"Indiana"	"18"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	113	6080485	1.9
	"Indiana"	"18"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	6080485	0.9
	"Indiana"	"18"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	49	6080485	0.8
	"Indiana"	"18"	"2000"	"2000"	"All other drug-induced causes"	"D9"	75	6080485	1.2
	"Indiana"	"18"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	342	6080485	5.6
	"Indiana"	"18"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	54833	6080485	901.8
	"Indiana"	"18"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	139	6127760	2.3
	"Indiana"	"18"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	6127760	1.2
	"Indiana"	"18"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	71	6127760	1.2
	"Indiana"	"18"	"2001"	"2001"	"All other drug-induced causes"	"D9"	65	6127760	1.1
	"Indiana"	"18"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	302	6127760	4.9
	"Indiana"	"18"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	54540	6127760	890.0
	"Indiana"	"18"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	143	6155967	2.3
	"Indiana"	"18"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	64	6155967	1.0
	"Indiana"	"18"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	84	6155967	1.4
	"Indiana"	"18"	"2002"	"2002"	"All other drug-induced causes"	"D9"	52	6155967	0.8
	"Indiana"	"18"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	320	6155967	5.2
	"Indiana"	"18"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	54726	6155967	889.0
	"Indiana"	"18"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	242	6196638	3.9
	"Indiana"	"18"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	79	6196638	1.3
	"Indiana"	"18"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	111	6196638	1.8
	"Indiana"	"18"	"2003"	"2003"	"All other drug-induced causes"	"D9"	64	6196638	1.0
	"Indiana"	"18"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	325	6196638	5.2
	"Indiana"	"18"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	55140	6196638	889.8
	"Indiana"	"18"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	317	6233007	5.1
	"Indiana"	"18"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	83	6233007	1.3
	"Indiana"	"18"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	138	6233007	2.2
	"Indiana"	"18"	"2004"	"2004"	"All other drug-induced causes"	"D9"	64	6233007	1.0
	"Indiana"	"18"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	6233007	Unreliable
	"Indiana"	"18"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	316	6233007	5.1
	"Indiana"	"18"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	53278	6233007	854.8
	"Indiana"	"18"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	369	6278616	5.9
	"Indiana"	"18"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	83	6278616	1.3
	"Indiana"	"18"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	157	6278616	2.5
	"Indiana"	"18"	"2005"	"2005"	"All other drug-induced causes"	"D9"	55	6278616	0.9
	"Indiana"	"18"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	6278616	Unreliable
	"Indiana"	"18"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	305	6278616	4.9
	"Indiana"	"18"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	54691	6278616	871.1
	"Indiana"	"18"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	449	6332669	7.1
	"Indiana"	"18"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	112	6332669	1.8
	"Indiana"	"18"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	174	6332669	2.7
	"Indiana"	"18"	"2006"	"2006"	"All other drug-induced causes"	"D9"	37	6332669	0.6
	"Indiana"	"18"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	324	6332669	5.1
	"Indiana"	"18"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	54517	6332669	860.9
	"Indiana"	"18"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	504	6379599	7.9
	"Indiana"	"18"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	102	6379599	1.6
	"Indiana"	"18"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	172	6379599	2.7
	"Indiana"	"18"	"2007"	"2007"	"All other drug-induced causes"	"D9"	46	6379599	0.7
	"Indiana"	"18"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	39	6379599	0.6
	"Indiana"	"18"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	276	6379599	4.3
	"Indiana"	"18"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	52858	6379599	828.5
	"Indiana"	"18"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	529	6424806	8.2
	"Indiana"	"18"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	83	6424806	1.3
	"Indiana"	"18"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	214	6424806	3.3
	"Indiana"	"18"	"2008"	"2008"	"All other drug-induced causes"	"D9"	39	6424806	0.6
	"Indiana"	"18"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	6424806	0.5
	"Indiana"	"18"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	343	6424806	5.3
	"Indiana"	"18"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	55507	6424806	863.9
	"Indiana"	"18"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	697	6459325	10.8
	"Indiana"	"18"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	98	6459325	1.5
	"Indiana"	"18"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	98	6459325	1.5
	"Indiana"	"18"	"2009"	"2009"	"All other drug-induced causes"	"D9"	33	6459325	0.5
	"Indiana"	"18"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	39	6459325	0.6
	"Indiana"	"18"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	342	6459325	5.3
	"Indiana"	"18"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	54663	6459325	846.3
	"Indiana"	"18"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	657	6483802	10.1
	"Indiana"	"18"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	146	6483802	2.3
	"Indiana"	"18"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	123	6483802	1.9
	"Indiana"	"18"	"2010"	"2010"	"All other drug-induced causes"	"D9"	37	6483802	0.6
	"Indiana"	"18"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	6483802	0.5
	"Indiana"	"18"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	402	6483802	6.2
	"Indiana"	"18"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	55344	6483802	853.6
	"Indiana"	"18"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	732	6516922	11.2
	"Indiana"	"18"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	129	6516922	2.0
	"Indiana"	"18"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	113	6516922	1.7
	"Indiana"	"18"	"2011"	"2011"	"All other drug-induced causes"	"D9"	31	6516922	0.5
	"Indiana"	"18"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	56	6516922	0.9
	"Indiana"	"18"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	439	6516922	6.7
	"Indiana"	"18"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	56701	6516922	870.1
	"Indiana"	"18"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	780	6537334	11.9
	"Indiana"	"18"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	122	6537334	1.9
	"Indiana"	"18"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	108	6537334	1.7
	"Indiana"	"18"	"2012"	"2012"	"All other drug-induced causes"	"D9"	45	6537334	0.7
	"Indiana"	"18"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	44	6537334	0.7
	"Indiana"	"18"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	455	6537334	7.0
	"Indiana"	"18"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	57777	6537334	883.8
	"Indiana"	"18"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	833	6570902	12.7
	"Indiana"	"18"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	112	6570902	1.7
	"Indiana"	"18"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	116	6570902	1.8
	"Indiana"	"18"	"2013"	"2013"	"All other drug-induced causes"	"D9"	58	6570902	0.9
	"Indiana"	"18"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	58	6570902	0.9
	"Indiana"	"18"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	475	6570902	7.2
	"Indiana"	"18"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	59061	6570902	898.8
	"Indiana"	"18"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	937	6596855	14.2
	"Indiana"	"18"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	114	6596855	1.7
	"Indiana"	"18"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	121	6596855	1.8
	"Indiana"	"18"	"2014"	"2014"	"All other drug-induced causes"	"D9"	61	6596855	0.9
	"Indiana"	"18"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	69	6596855	1.0
	"Indiana"	"18"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	523	6596855	7.9
	"Indiana"	"18"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	59115	6596855	896.1
	"Indiana"	"18"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1060	6619680	16.0
	"Indiana"	"18"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	86	6619680	1.3
	"Indiana"	"18"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	97	6619680	1.5
	"Indiana"	"18"	"2015"	"2015"	"All other drug-induced causes"	"D9"	65	6619680	1.0
	"Indiana"	"18"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	6619680	0.9
	"Indiana"	"18"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	629	6619680	9.5
	"Indiana"	"18"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	60714	6619680	917.2
	"Indiana"	"18"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1321	6633053	19.9
	"Indiana"	"18"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	91	6633053	1.4
	"Indiana"	"18"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	110	6633053	1.7
	"Indiana"	"18"	"2016"	"2016"	"All other drug-induced causes"	"D9"	48	6633053	0.7
	"Indiana"	"18"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	63	6633053	0.9
	"Indiana"	"18"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	644	6633053	9.7
	"Indiana"	"18"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	61192	6633053	922.5
	"Iowa"	"19"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	2917634	0.9
	"Iowa"	"19"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	22	2917634	0.8
	"Iowa"	"19"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	150	2917634	5.1
	"Iowa"	"19"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	28199	2917634	966.5
	"Iowa"	"19"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	2926324	1.3
	"Iowa"	"19"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	2926324	0.7
	"Iowa"	"19"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	2926324	Unreliable
	"Iowa"	"19"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	133	2926324	4.5
	"Iowa"	"19"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	27846	2926324	951.6
	"Iowa"	"19"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	2931997	1.4
	"Iowa"	"19"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	2931997	1.1
	"Iowa"	"19"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	2931997	Unreliable
	"Iowa"	"19"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	157	2931997	5.4
	"Iowa"	"19"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	27543	2931997	939.4
	"Iowa"	"19"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	58	2934234	2.0
	"Iowa"	"19"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	29	2934234	1.0
	"Iowa"	"19"	"2002"	"2002"	"All other drug-induced causes"	"D9"	10	2934234	Unreliable
	"Iowa"	"19"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	160	2934234	5.5
	"Iowa"	"19"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	27715	2934234	944.5
	"Iowa"	"19"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	62	2941999	2.1
	"Iowa"	"19"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	26	2941999	0.9
	"Iowa"	"19"	"2003"	"2003"	"All other drug-induced causes"	"D9"	14	2941999	Unreliable
	"Iowa"	"19"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	163	2941999	5.5
	"Iowa"	"19"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	27785	2941999	944.4
	"Iowa"	"19"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	67	2953635	2.3
	"Iowa"	"19"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	42	2953635	1.4
	"Iowa"	"19"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	2953635	Unreliable
	"Iowa"	"19"	"2004"	"2004"	"All other drug-induced causes"	"D9"	10	2953635	Unreliable
	"Iowa"	"19"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	155	2953635	5.2
	"Iowa"	"19"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	26609	2953635	900.9
	"Iowa"	"19"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	87	2964454	2.9
	"Iowa"	"19"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	2964454	1.5
	"Iowa"	"19"	"2005"	"2005"	"All other drug-induced causes"	"D9"	13	2964454	Unreliable
	"Iowa"	"19"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	190	2964454	6.4
	"Iowa"	"19"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	27464	2964454	926.4
	"Iowa"	"19"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	114	2982644	3.8
	"Iowa"	"19"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	45	2982644	1.5
	"Iowa"	"19"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	2982644	0.9
	"Iowa"	"19"	"2006"	"2006"	"All other drug-induced causes"	"D9"	12	2982644	Unreliable
	"Iowa"	"19"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	178	2982644	6.0
	"Iowa"	"19"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	26978	2982644	904.5
	"Iowa"	"19"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	117	2999212	3.9
	"Iowa"	"19"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	62	2999212	2.1
	"Iowa"	"19"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	2999212	0.8
	"Iowa"	"19"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	13	2999212	Unreliable
	"Iowa"	"19"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	199	2999212	6.6
	"Iowa"	"19"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	26798	2999212	893.5
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	130	3016734	4.3
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	3016734	1.8
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	3016734	0.8
	"Iowa"	"19"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	3016734	0.8
	"Iowa"	"19"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	181	3016734	6.0
	"Iowa"	"19"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	28122	3016734	932.2
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	138	3032870	4.6
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	3032870	1.6
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	3032870	Unreliable
	"Iowa"	"19"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	3032870	Unreliable
	"Iowa"	"19"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	215	3032870	7.1
	"Iowa"	"19"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	27101	3032870	893.6
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	171	3046355	5.6
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	59	3046355	1.9
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	23	3046355	0.8
	"Iowa"	"19"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	20	3046355	0.7
	"Iowa"	"19"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	213	3046355	7.0
	"Iowa"	"19"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	27254	3046355	894.6
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	167	3062309	5.5
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	3062309	1.9
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	3062309	0.8
	"Iowa"	"19"	"2011"	"2011"	"All other drug-induced causes"	"D9"	15	3062309	Unreliable
	"Iowa"	"19"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	23	3062309	0.8
	"Iowa"	"19"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	233	3062309	7.6
	"Iowa"	"19"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	27663	3062309	903.3
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	186	3074186	6.1
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	3074186	1.6
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	3074186	0.7
	"Iowa"	"19"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	27	3074186	0.9
	"Iowa"	"19"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	248	3074186	8.1
	"Iowa"	"19"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	27846	3074186	905.8
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	210	3090416	6.8
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	3090416	1.6
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	3090416	Unreliable
	"Iowa"	"19"	"2013"	"2013"	"All other drug-induced causes"	"D9"	12	3090416	Unreliable
	"Iowa"	"19"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	37	3090416	1.2
	"Iowa"	"19"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	276	3090416	8.9
	"Iowa"	"19"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	28348	3090416	917.3
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	203	3107126	6.5
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	46	3107126	1.5
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	3107126	Unreliable
	"Iowa"	"19"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	40	3107126	1.3
	"Iowa"	"19"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	320	3107126	10.3
	"Iowa"	"19"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	28557	3107126	919.1
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	241	3123899	7.7
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	3123899	1.7
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	3123899	Unreliable
	"Iowa"	"19"	"2015"	"2015"	"All other drug-induced causes"	"D9"	23	3123899	0.7
	"Iowa"	"19"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	28	3123899	0.9
